Format,Metric,Year,Format_Value_Num_Billions,Format_Value_Num_Millions,Actual_Value
Cassette Single,Value (Adjusted),1985,,,
Cassette Single,Value (Adjusted),1986,,,
Cassette Single,Value (Adjusted),1987,,32.2,32.182175176
Cassette Single,Value (Adjusted),1988,,123.8,123.830482671
Cassette Single,Value (Adjusted),1989,,401.2,401.21655
Cassette Single,Value (Adjusted),1990,,504.5,504.467791125
Cassette Single,Value (Adjusted),1991,,432.5,432.477039648
Cassette Single,Value (Adjusted),1992,,544.5,544.47834355
Cassette Single,Value (Adjusted),1993,,528.1,528.121899654
Cassette Single,Value (Adjusted),1994,,474.2,474.224759109
Cassette Single,Value (Adjusted),1995,,396.4,396.40255315
Cassette Single,Value (Adjusted),1996,,308.5,308.450414914
Cassette Single,Value (Adjusted),1997,,212.6,212.64928037400003
Cassette Single,Value (Adjusted),1998,,148.1,148.061477301
Cassette Single,Value (Adjusted),1999,,73.7,73.658679472
Cassette Single,Value (Adjusted),2000,,6.8,6.829397212999999
Cassette Single,Value (Adjusted),2001,,-7.7,-7.650943535
Cassette Single,Value (Adjusted),2002,,-2.3,-2.273769872
Cassette Single,Value (Adjusted),2003,,,
Cassette Single,Value (Adjusted),2004,,,
Cassette Single,Value (Adjusted),2005,,,
Cassette Single,Value (Adjusted),2006,,,
Cassette Single,Value (Adjusted),2007,,,
Cassette Single,Value (Adjusted),2008,,,
Cassette Single,Value (Adjusted),2009,,,
Cassette Single,Value (Adjusted),2010,,,
Cassette Single,Value (Adjusted),2011,,,
Cassette Single,Value (Adjusted),2012,,,
Cassette Single,Value (Adjusted),2013,,,
Cassette Single,Value (Adjusted),2014,,,
Cassette Single,Value (Adjusted),2015,,,
Cassette Single,Value (Adjusted),2016,,,
Cassette Single,Value (Adjusted),2017,,,
Cassette Single,Value (Adjusted),2018,,,
Cassette Single,Value (Adjusted),2019,,,
DVD Audio,Value (Adjusted),1973,,,
DVD Audio,Value (Adjusted),1974,,,
DVD Audio,Value (Adjusted),1975,,,
DVD Audio,Value (Adjusted),1976,,,
DVD Audio,Value (Adjusted),1977,,,
DVD Audio,Value (Adjusted),1978,,,
DVD Audio,Value (Adjusted),1979,,,
DVD Audio,Value (Adjusted),1980,,,
DVD Audio,Value (Adjusted),1981,,,
DVD Audio,Value (Adjusted),1982,,,
DVD Audio,Value (Adjusted),1983,,,
DVD Audio,Value (Adjusted),1984,,,
DVD Audio,Value (Adjusted),1985,,,
DVD Audio,Value (Adjusted),1986,,,
DVD Audio,Value (Adjusted),1987,,,
DVD Audio,Value (Adjusted),1988,,,
DVD Audio,Value (Adjusted),1989,,,
DVD Audio,Value (Adjusted),1990,,,
DVD Audio,Value (Adjusted),1991,,,
DVD Audio,Value (Adjusted),1992,,,
DVD Audio,Value (Adjusted),1993,,,
DVD Audio,Value (Adjusted),1994,,,
DVD Audio,Value (Adjusted),1995,,,
DVD Audio,Value (Adjusted),1996,,,
DVD Audio,Value (Adjusted),1997,,,
DVD Audio,Value (Adjusted),1998,,,
DVD Audio,Value (Adjusted),1999,,,
DVD Audio,Value (Adjusted),2000,,,
DVD Audio,Value (Adjusted),2001,,8.7,8.661445511
DVD Audio,Value (Adjusted),2002,,12.1,12.079402446
DVD Audio,Value (Adjusted),2003,,11.1,11.115521739
DVD Audio,Value (Adjusted),2004,,8.8,8.797091052999999
DVD Audio,Value (Adjusted),2005,,14.7,14.661333333
DVD Audio,Value (Adjusted),2006,,3.0,3.043535714
DVD Audio,Value (Adjusted),2007,,3.5,3.4531577419999997
DVD Audio,Value (Adjusted),2008,,1.4,1.424914655
DVD Audio,Value (Adjusted),2009,,1.9,1.9066697119999998
DVD Audio,Value (Adjusted),2010,,1.1,1.05519362
DVD Audio,Value (Adjusted),2011,,0.3,0.34096844
DVD Audio,Value (Adjusted),2012,,0.2,0.20389289
DVD Audio,Value (Adjusted),2013,,-0.5,-0.544116778
DVD Audio,Value (Adjusted),2014,,2.3,2.310456232
DVD Audio,Value (Adjusted),2015,,5.8,5.842187676
DVD Audio,Value (Adjusted),2016,,3.0,3.020431045
DVD Audio,Value (Adjusted),2017,,2.7,2.718901189
DVD Audio,Value (Adjusted),2018,,3.4,3.377493968
DVD Audio,Value (Adjusted),2019,,1.1,1.067303184
Download Album,Value (Adjusted),1973,,,
Download Album,Value (Adjusted),1974,,,
Download Album,Value (Adjusted),1975,,,
Download Album,Value (Adjusted),1976,,,
Download Album,Value (Adjusted),1977,,,
Download Album,Value (Adjusted),1978,,,
Download Album,Value (Adjusted),1979,,,
Download Album,Value (Adjusted),1980,,,
Download Album,Value (Adjusted),1981,,,
Download Album,Value (Adjusted),1982,,,
Download Album,Value (Adjusted),1983,,,
Download Album,Value (Adjusted),1984,,,
Download Album,Value (Adjusted),1985,,,
Download Album,Value (Adjusted),1986,,,
Download Album,Value (Adjusted),1987,,,
Download Album,Value (Adjusted),1988,,,
Download Album,Value (Adjusted),1989,,,
Download Album,Value (Adjusted),1990,,,
Download Album,Value (Adjusted),1991,,,
Download Album,Value (Adjusted),1992,,,
Download Album,Value (Adjusted),1993,,,
Download Album,Value (Adjusted),1994,,,
Download Album,Value (Adjusted),1995,,,
Download Album,Value (Adjusted),1996,,,
Download Album,Value (Adjusted),1997,,,
Download Album,Value (Adjusted),1998,,,
Download Album,Value (Adjusted),1999,,,
Download Album,Value (Adjusted),2000,,,
Download Album,Value (Adjusted),2001,,,
Download Album,Value (Adjusted),2002,,,
Download Album,Value (Adjusted),2003,,,
Download Album,Value (Adjusted),2004,,61.6,61.579637373999994
Download Album,Value (Adjusted),2005,,177.6,177.637761905
Download Album,Value (Adjusted),2006,,349.9,349.879793155
Download Album,Value (Adjusted),2007,,613.4,613.428807525
Download Album,Value (Adjusted),2008,,754.4,754.37356702
Download Album,Value (Adjusted),2009,,887.0,886.9589166439999
Download Album,Value (Adjusted),2010,1.0,,1022.834348975
Download Album,Value (Adjusted),2011,1.2,,1217.030019694
Download Album,Value (Adjusted),2012,1.3,,1341.5909826060001
Download Album,Value (Adjusted),2013,1.4,,1352.2029527999998
Download Album,Value (Adjusted),2014,1.2,,1207.24757771
Download Album,Value (Adjusted),2015,1.1,,1148.145080643
Download Album,Value (Adjusted),2016,,925.2,925.232200992
Download Album,Value (Adjusted),2017,,697.2,697.237618181
Download Album,Value (Adjusted),2018,,508.7,508.704388424
Download Album,Value (Adjusted),2019,,394.5,394.53300615800003
Download Music Video,Value (Adjusted),1973,,,
Download Music Video,Value (Adjusted),1974,,,
Download Music Video,Value (Adjusted),1975,,,
Download Music Video,Value (Adjusted),1976,,,
Download Music Video,Value (Adjusted),1977,,,
Download Music Video,Value (Adjusted),1978,,,
Download Music Video,Value (Adjusted),1979,,,
Download Music Video,Value (Adjusted),1980,,,
Download Music Video,Value (Adjusted),1981,,,
Download Music Video,Value (Adjusted),1982,,,
Download Music Video,Value (Adjusted),1983,,,
Download Music Video,Value (Adjusted),1984,,,
Download Music Video,Value (Adjusted),1985,,,
Download Music Video,Value (Adjusted),1986,,,
Download Music Video,Value (Adjusted),1987,,,
Download Music Video,Value (Adjusted),1988,,,
Download Music Video,Value (Adjusted),1989,,,
Download Music Video,Value (Adjusted),1990,,,
Download Music Video,Value (Adjusted),1991,,,
Download Music Video,Value (Adjusted),1992,,,
Download Music Video,Value (Adjusted),1993,,,
Download Music Video,Value (Adjusted),1994,,,
Download Music Video,Value (Adjusted),1995,,,
Download Music Video,Value (Adjusted),1996,,,
Download Music Video,Value (Adjusted),1997,,,
Download Music Video,Value (Adjusted),1998,,,
Download Music Video,Value (Adjusted),1999,,,
Download Music Video,Value (Adjusted),2000,,,
Download Music Video,Value (Adjusted),2001,,,
Download Music Video,Value (Adjusted),2002,,,
Download Music Video,Value (Adjusted),2003,,,
Download Music Video,Value (Adjusted),2004,,,
Download Music Video,Value (Adjusted),2005,,4.8,4.84347619
Download Music Video,Value (Adjusted),2006,,25.0,24.982355655
Download Music Video,Value (Adjusted),2007,,34.8,34.778231548
Download Music Video,Value (Adjusted),2008,,49.0,49.040812715
Download Music Video,Value (Adjusted),2009,,48.7,48.739244513
Download Music Video,Value (Adjusted),2010,,42.9,42.911207213000004
Download Music Video,Value (Adjusted),2011,,36.8,36.824591556
Download Music Video,Value (Adjusted),2012,,23.2,23.208206935
Download Music Video,Value (Adjusted),2013,,18.4,18.372074985999998
Download Music Video,Value (Adjusted),2014,,14.7,14.662197203
Download Music Video,Value (Adjusted),2015,,6.9,6.918875516
Download Music Video,Value (Adjusted),2016,,4.5,4.547792467
Download Music Video,Value (Adjusted),2017,,2.9,2.9055331360000003
Download Music Video,Value (Adjusted),2018,,2.3,2.2610511680000003
Download Music Video,Value (Adjusted),2019,,1.9,1.8589104019999998
Download Single,Value (Adjusted),1973,,,
Download Single,Value (Adjusted),1974,,,
Download Single,Value (Adjusted),1975,,,
Download Single,Value (Adjusted),1976,,,
Download Single,Value (Adjusted),1977,,,
Download Single,Value (Adjusted),1978,,,
Download Single,Value (Adjusted),1979,,,
Download Single,Value (Adjusted),1980,,,
Download Single,Value (Adjusted),1981,,,
Download Single,Value (Adjusted),1982,,,
Download Single,Value (Adjusted),1983,,,
Download Single,Value (Adjusted),1984,,,
Download Single,Value (Adjusted),1985,,,
Download Single,Value (Adjusted),1986,,,
Download Single,Value (Adjusted),1987,,,
Download Single,Value (Adjusted),1988,,,
Download Single,Value (Adjusted),1989,,,
Download Single,Value (Adjusted),1990,,,
Download Single,Value (Adjusted),1991,,,
Download Single,Value (Adjusted),1992,,,
Download Single,Value (Adjusted),1993,,,
Download Single,Value (Adjusted),1994,,,
Download Single,Value (Adjusted),1995,,,
Download Single,Value (Adjusted),1996,,,
Download Single,Value (Adjusted),1997,,,
Download Single,Value (Adjusted),1998,,,
Download Single,Value (Adjusted),1999,,,
Download Single,Value (Adjusted),2000,,,
Download Single,Value (Adjusted),2001,,,
Download Single,Value (Adjusted),2002,,,
Download Single,Value (Adjusted),2003,,,
Download Single,Value (Adjusted),2004,,186.8,186.769010058
Download Single,Value (Adjusted),2005,,475.6,475.577
Download Single,Value (Adjusted),2006,,736.3,736.282014881
Download Single,Value (Adjusted),2007,1.0,,1000.182474674
Download Single,Value (Adjusted),2008,1.2,,1225.664089214
Download Single,Value (Adjusted),2009,1.4,,1396.6355640289999
Download Single,Value (Adjusted),2010,1.6,,1566.8452819460001
Download Single,Value (Adjusted),2011,1.7,,1730.3011785420001
Download Single,Value (Adjusted),2012,1.8,,1831.258645554
Download Single,Value (Adjusted),2013,1.7,,1726.7391560439999
Download Single,Value (Adjusted),2014,1.5,,1463.6553870960001
Download Single,Value (Adjusted),2015,1.3,,1278.449595315
Download Single,Value (Adjusted),2016,,958.9,958.87910313
Download Single,Value (Adjusted),2017,,707.7,707.692711218
Download Single,Value (Adjusted),2018,,499.3,499.316974193
Download Single,Value (Adjusted),2019,,414.8,414.804250982
Kiosk,Value (Adjusted),1973,,,
Kiosk,Value (Adjusted),1974,,,
Kiosk,Value (Adjusted),1975,,,
Kiosk,Value (Adjusted),1976,,,
Kiosk,Value (Adjusted),1977,,,
Kiosk,Value (Adjusted),1978,,,
Kiosk,Value (Adjusted),1979,,,
Kiosk,Value (Adjusted),1980,,,
Kiosk,Value (Adjusted),1981,,,
Kiosk,Value (Adjusted),1982,,,
Kiosk,Value (Adjusted),1983,,,
Kiosk,Value (Adjusted),1984,,,
Kiosk,Value (Adjusted),1985,,,
Kiosk,Value (Adjusted),1986,,,
Kiosk,Value (Adjusted),1987,,,
Kiosk,Value (Adjusted),1988,,,
Kiosk,Value (Adjusted),1989,,,
Kiosk,Value (Adjusted),1990,,,
Kiosk,Value (Adjusted),1991,,,
Kiosk,Value (Adjusted),1992,,,
Kiosk,Value (Adjusted),1993,,,
Kiosk,Value (Adjusted),1994,,,
Kiosk,Value (Adjusted),1995,,,
Kiosk,Value (Adjusted),1996,,,
Kiosk,Value (Adjusted),1997,,,
Kiosk,Value (Adjusted),1998,,,
Kiosk,Value (Adjusted),1999,,,
Kiosk,Value (Adjusted),2000,,,
Kiosk,Value (Adjusted),2001,,,
Kiosk,Value (Adjusted),2002,,,
Kiosk,Value (Adjusted),2003,,,
Kiosk,Value (Adjusted),2004,,,
Kiosk,Value (Adjusted),2005,,1.3,1.309047619
Kiosk,Value (Adjusted),2006,,2.4,2.409465774
Kiosk,Value (Adjusted),2007,,3.2,3.206503618
Kiosk,Value (Adjusted),2008,,3.1,3.0873150860000003
Kiosk,Value (Adjusted),2009,,7.5,7.507511991
Kiosk,Value (Adjusted),2010,,7.5,7.503599075
Kiosk,Value (Adjusted),2011,,3.1,3.0687159630000003
Kiosk,Value (Adjusted),2012,,4.1,4.068866328
Kiosk,Value (Adjusted),2013,,6.8,6.786152156
Kiosk,Value (Adjusted),2014,,2.8,2.789051821
Kiosk,Value (Adjusted),2015,,4.0,3.99147413
Kiosk,Value (Adjusted),2016,,3.1,3.13587911
Kiosk,Value (Adjusted),2017,,2.4,2.351668038
Kiosk,Value (Adjusted),2018,,2.0,2.000651969
Kiosk,Value (Adjusted),2019,,1.6,1.586470587
LP/EP,Value (Adjusted),1973,7.2,,7174.518513514
LP/EP,Value (Adjusted),1974,7.0,,7031.863935091
LP/EP,Value (Adjusted),1975,7.1,,7056.703438662
LP/EP,Value (Adjusted),1976,7.5,,7472.013901582
LP/EP,Value (Adjusted),1977,9.3,,9260.605292079
LP/EP,Value (Adjusted),1978,9.7,,9698.105185583001
LP/EP,Value (Adjusted),1979,7.2,,7243.615
LP/EP,Value (Adjusted),1980,6.8,,6825.79368932
LP/EP,Value (Adjusted),1981,6.6,,6586.050570957
LP/EP,Value (Adjusted),1982,5.1,,5100.15845285
LP/EP,Value (Adjusted),1983,4.3,,4335.388283133
LP/EP,Value (Adjusted),1984,3.8,,3810.987118383
LP/EP,Value (Adjusted),1985,3.0,,3042.460859665
LP/EP,Value (Adjusted),1986,2.3,,2292.9820346720003
LP/EP,Value (Adjusted),1987,1.8,,1784.872946303
LP/EP,Value (Adjusted),1988,1.2,,1150.132336433
LP/EP,Value (Adjusted),1989,,454.2,454.203525
LP/EP,Value (Adjusted),1990,,169.2,169.199162204
LP/EP,Value (Adjusted),1991,,55.2,55.185872247
LP/EP,Value (Adjusted),1992,,24.6,24.59992516
LP/EP,Value (Adjusted),1993,,18.8,18.754077509000002
LP/EP,Value (Adjusted),1994,,30.7,30.706441295999998
LP/EP,Value (Adjusted),1995,,42.1,42.106238189
LP/EP,Value (Adjusted),1996,,60.0,59.962891013000004
LP/EP,Value (Adjusted),1997,,53.0,53.042854206
LP/EP,Value (Adjusted),1998,,53.3,53.32722699399999
LP/EP,Value (Adjusted),1999,,48.8,48.79887515
LP/EP,Value (Adjusted),2000,,41.1,41.124848432
LP/EP,Value (Adjusted),2001,,39.6,39.5539345
LP/EP,Value (Adjusted),2002,,29.1,29.132676486999998
LP/EP,Value (Adjusted),2003,,30.2,30.150852717
LP/EP,Value (Adjusted),2004,,26.1,26.120593436
LP/EP,Value (Adjusted),2005,,18.6,18.58847619
LP/EP,Value (Adjusted),2006,,19.9,19.909796131
LP/EP,Value (Adjusted),2007,,28.2,28.24189725
LP/EP,Value (Adjusted),2008,,67.3,67.327217456
LP/EP,Value (Adjusted),2009,,76.0,76.028454765
LP/EP,Value (Adjusted),2010,,104.2,104.22968090799999
LP/EP,Value (Adjusted),2011,,135.7,135.70543925200002
LP/EP,Value (Adjusted),2012,,179.0,178.96798223599998
LP/EP,Value (Adjusted),2013,,231.3,231.27407019400002
LP/EP,Value (Adjusted),2014,,263.3,263.336179145
LP/EP,Value (Adjusted),2015,,359.6,359.598162864
LP/EP,Value (Adjusted),2016,,378.6,378.607270991
LP/EP,Value (Adjusted),2017,,405.2,405.212077272
LP/EP,Value (Adjusted),2018,,426.8,426.82018664599997
LP/EP,Value (Adjusted),2019,,497.6,497.588920842
Limited Tier Paid Subscription,Value (Adjusted),1973,,,
Limited Tier Paid Subscription,Value (Adjusted),1974,,,
Limited Tier Paid Subscription,Value (Adjusted),1975,,,
Limited Tier Paid Subscription,Value (Adjusted),1976,,,
Limited Tier Paid Subscription,Value (Adjusted),1977,,,
Limited Tier Paid Subscription,Value (Adjusted),1978,,,
Limited Tier Paid Subscription,Value (Adjusted),1979,,,
Limited Tier Paid Subscription,Value (Adjusted),1980,,,
Limited Tier Paid Subscription,Value (Adjusted),1981,,,
Limited Tier Paid Subscription,Value (Adjusted),1982,,,
Limited Tier Paid Subscription,Value (Adjusted),1983,,,
Limited Tier Paid Subscription,Value (Adjusted),1984,,,
Limited Tier Paid Subscription,Value (Adjusted),1985,,,
Limited Tier Paid Subscription,Value (Adjusted),1986,,,
Limited Tier Paid Subscription,Value (Adjusted),1987,,,
Limited Tier Paid Subscription,Value (Adjusted),1988,,,
Limited Tier Paid Subscription,Value (Adjusted),1989,,,
Limited Tier Paid Subscription,Value (Adjusted),1990,,,
Limited Tier Paid Subscription,Value (Adjusted),1991,,,
Limited Tier Paid Subscription,Value (Adjusted),1992,,,
Limited Tier Paid Subscription,Value (Adjusted),1993,,,
Limited Tier Paid Subscription,Value (Adjusted),1994,,,
Limited Tier Paid Subscription,Value (Adjusted),1995,,,
Limited Tier Paid Subscription,Value (Adjusted),1996,,,
Limited Tier Paid Subscription,Value (Adjusted),1997,,,
Limited Tier Paid Subscription,Value (Adjusted),1998,,,
Limited Tier Paid Subscription,Value (Adjusted),1999,,,
Limited Tier Paid Subscription,Value (Adjusted),2000,,,
Limited Tier Paid Subscription,Value (Adjusted),2001,,,
Limited Tier Paid Subscription,Value (Adjusted),2002,,,
Limited Tier Paid Subscription,Value (Adjusted),2003,,,
Limited Tier Paid Subscription,Value (Adjusted),2004,,,
Limited Tier Paid Subscription,Value (Adjusted),2005,,,
Limited Tier Paid Subscription,Value (Adjusted),2006,,,
Limited Tier Paid Subscription,Value (Adjusted),2007,,,
Limited Tier Paid Subscription,Value (Adjusted),2008,,,
Limited Tier Paid Subscription,Value (Adjusted),2009,,,
Limited Tier Paid Subscription,Value (Adjusted),2010,,,
Limited Tier Paid Subscription,Value (Adjusted),2011,,,
Limited Tier Paid Subscription,Value (Adjusted),2012,,,
Limited Tier Paid Subscription,Value (Adjusted),2013,,,
Limited Tier Paid Subscription,Value (Adjusted),2014,,,
Limited Tier Paid Subscription,Value (Adjusted),2015,,,
Limited Tier Paid Subscription,Value (Adjusted),2016,,280.5,280.536691286
Limited Tier Paid Subscription,Value (Adjusted),2017,,617.0,617.032317981
Limited Tier Paid Subscription,Value (Adjusted),2018,,760.6,760.591366006
Limited Tier Paid Subscription,Value (Adjusted),2019,,829.5,829.498739675
Music Video (Physical),Value (Adjusted),1973,,,
Music Video (Physical),Value (Adjusted),1974,,,
Music Video (Physical),Value (Adjusted),1975,,,
Music Video (Physical),Value (Adjusted),1976,,,
Music Video (Physical),Value (Adjusted),1977,,,
Music Video (Physical),Value (Adjusted),1978,,,
Music Video (Physical),Value (Adjusted),1979,,,
Music Video (Physical),Value (Adjusted),1980,,,
Music Video (Physical),Value (Adjusted),1981,,,
Music Video (Physical),Value (Adjusted),1982,,,
Music Video (Physical),Value (Adjusted),1983,,,
Music Video (Physical),Value (Adjusted),1984,,,
Music Video (Physical),Value (Adjusted),1985,,,
Music Video (Physical),Value (Adjusted),1986,,,
Music Video (Physical),Value (Adjusted),1987,,,
Music Video (Physical),Value (Adjusted),1988,,,
Music Video (Physical),Value (Adjusted),1989,,237.9,237.92595
Music Video (Physical),Value (Adjusted),1990,,337.0,337.029082632
Music Video (Physical),Value (Adjusted),1991,,221.7,221.682024229
Music Video (Physical),Value (Adjusted),1992,,286.8,286.816905203
Music Video (Physical),Value (Adjusted),1993,,377.4,377.38157854699995
Music Video (Physical),Value (Adjusted),1994,,398.7,398.666212551
Music Video (Physical),Value (Adjusted),1995,,369.6,369.561923228
Music Video (Physical),Value (Adjusted),1996,,384.7,384.70756979
Music Video (Physical),Value (Adjusted),1997,,515.9,515.933347664
Music Video (Physical),Value (Adjusted),1998,,796.8,796.771509202
Music Video (Physical),Value (Adjusted),1999,,578.1,578.067178271
Music Video (Physical),Value (Adjusted),2000,,418.5,418.52327700300003
Music Video (Physical),Value (Adjusted),2001,,475.2,475.224643704
Music Video (Physical),Value (Adjusted),2002,,409.8,409.847019455
Music Video (Physical),Value (Adjusted),2003,,555.6,555.637142935
Music Video (Physical),Value (Adjusted),2004,,821.8,821.7836442560001
Music Video (Physical),Value (Adjusted),2005,,788.3,788.30847619
Music Video (Physical),Value (Adjusted),2006,,572.1,572.057900298
Music Video (Physical),Value (Adjusted),2007,,598.0,598.0129247469999
Music Video (Physical),Value (Adjusted),2008,,269.9,269.902584265
Music Video (Physical),Value (Adjusted),2009,,249.8,249.77373227
Music Video (Physical),Value (Adjusted),2010,,208.2,208.22487434400003
Music Video (Physical),Value (Adjusted),2011,,171.6,171.620781634
Music Video (Physical),Value (Adjusted),2012,,129.9,129.85137719
Music Video (Physical),Value (Adjusted),2013,,116.6,116.63967237600001
Music Video (Physical),Value (Adjusted),2014,,96.9,96.87525105600001
Music Video (Physical),Value (Adjusted),2015,,76.0,75.973614493
Music Video (Physical),Value (Adjusted),2016,,60.6,60.634642175
Music Video (Physical),Value (Adjusted),2017,,40.3,40.279585351
Music Video (Physical),Value (Adjusted),2018,,28.1,28.060663877
Music Video (Physical),Value (Adjusted),2019,,27.7,27.705246783000003
On-Demand Streaming (Ad-Supported),Value (Adjusted),1973,,,
On-Demand Streaming (Ad-Supported),Value (Adjusted),1974,,,
On-Demand Streaming (Ad-Supported),Value (Adjusted),1975,,,
On-Demand Streaming (Ad-Supported),Value (Adjusted),1976,,,
On-Demand Streaming (Ad-Supported),Value (Adjusted),1977,,,
On-Demand Streaming (Ad-Supported),Value (Adjusted),1978,,,
On-Demand Streaming (Ad-Supported),Value (Adjusted),1979,,,
On-Demand Streaming (Ad-Supported),Value (Adjusted),1980,,,
On-Demand Streaming (Ad-Supported),Value (Adjusted),1981,,,
On-Demand Streaming (Ad-Supported),Value (Adjusted),1982,,,
On-Demand Streaming (Ad-Supported),Value (Adjusted),1983,,,
On-Demand Streaming (Ad-Supported),Value (Adjusted),1984,,,
On-Demand Streaming (Ad-Supported),Value (Adjusted),1985,,,
On-Demand Streaming (Ad-Supported),Value (Adjusted),1986,,,
On-Demand Streaming (Ad-Supported),Value (Adjusted),1987,,,
On-Demand Streaming (Ad-Supported),Value (Adjusted),1988,,,
On-Demand Streaming (Ad-Supported),Value (Adjusted),1989,,,
On-Demand Streaming (Ad-Supported),Value (Adjusted),1990,,,
On-Demand Streaming (Ad-Supported),Value (Adjusted),1991,,,
On-Demand Streaming (Ad-Supported),Value (Adjusted),1992,,,
On-Demand Streaming (Ad-Supported),Value (Adjusted),1993,,,
On-Demand Streaming (Ad-Supported),Value (Adjusted),1994,,,
On-Demand Streaming (Ad-Supported),Value (Adjusted),1995,,,
On-Demand Streaming (Ad-Supported),Value (Adjusted),1996,,,
On-Demand Streaming (Ad-Supported),Value (Adjusted),1997,,,
On-Demand Streaming (Ad-Supported),Value (Adjusted),1998,,,
On-Demand Streaming (Ad-Supported),Value (Adjusted),1999,,,
On-Demand Streaming (Ad-Supported),Value (Adjusted),2000,,,
On-Demand Streaming (Ad-Supported),Value (Adjusted),2001,,,
On-Demand Streaming (Ad-Supported),Value (Adjusted),2002,,,
On-Demand Streaming (Ad-Supported),Value (Adjusted),2003,,,
On-Demand Streaming (Ad-Supported),Value (Adjusted),2004,,,
On-Demand Streaming (Ad-Supported),Value (Adjusted),2005,,,
On-Demand Streaming (Ad-Supported),Value (Adjusted),2006,,,
On-Demand Streaming (Ad-Supported),Value (Adjusted),2007,,,
On-Demand Streaming (Ad-Supported),Value (Adjusted),2008,,,
On-Demand Streaming (Ad-Supported),Value (Adjusted),2009,,,
On-Demand Streaming (Ad-Supported),Value (Adjusted),2010,,,
On-Demand Streaming (Ad-Supported),Value (Adjusted),2011,,129.3,129.340695033
On-Demand Streaming (Ad-Supported),Value (Adjusted),2012,,190.3,190.33961564700002
On-Demand Streaming (Ad-Supported),Value (Adjusted),2013,,242.4,242.396097837
On-Demand Streaming (Ad-Supported),Value (Adjusted),2014,,306.5,306.475448007
On-Demand Streaming (Ad-Supported),Value (Adjusted),2015,,401.2,401.24526414699994
On-Demand Streaming (Ad-Supported),Value (Adjusted),2016,,521.3,521.288175026
On-Demand Streaming (Ad-Supported),Value (Adjusted),2017,,686.9,686.918081261
On-Demand Streaming (Ad-Supported),Value (Adjusted),2018,,773.3,773.2949166880001
On-Demand Streaming (Ad-Supported),Value (Adjusted),2019,,908.1,908.149330523
Other Ad-Supported Streaming,Value (Adjusted),1973,,,
Other Ad-Supported Streaming,Value (Adjusted),1974,,,
Other Ad-Supported Streaming,Value (Adjusted),1975,,,
Other Ad-Supported Streaming,Value (Adjusted),1976,,,
Other Ad-Supported Streaming,Value (Adjusted),1977,,,
Other Ad-Supported Streaming,Value (Adjusted),1978,,,
Other Ad-Supported Streaming,Value (Adjusted),1979,,,
Other Ad-Supported Streaming,Value (Adjusted),1980,,,
Other Ad-Supported Streaming,Value (Adjusted),1981,,,
Other Ad-Supported Streaming,Value (Adjusted),1982,,,
Other Ad-Supported Streaming,Value (Adjusted),1983,,,
Other Ad-Supported Streaming,Value (Adjusted),1984,,,
Other Ad-Supported Streaming,Value (Adjusted),1985,,,
Other Ad-Supported Streaming,Value (Adjusted),1986,,,
Other Ad-Supported Streaming,Value (Adjusted),1987,,,
Other Ad-Supported Streaming,Value (Adjusted),1988,,,
Other Ad-Supported Streaming,Value (Adjusted),1989,,,
Other Ad-Supported Streaming,Value (Adjusted),1990,,,
Other Ad-Supported Streaming,Value (Adjusted),1991,,,
Other Ad-Supported Streaming,Value (Adjusted),1992,,,
Other Ad-Supported Streaming,Value (Adjusted),1993,,,
Other Ad-Supported Streaming,Value (Adjusted),1994,,,
Other Ad-Supported Streaming,Value (Adjusted),1995,,,
Other Ad-Supported Streaming,Value (Adjusted),1996,,,
Other Ad-Supported Streaming,Value (Adjusted),1997,,,
Other Ad-Supported Streaming,Value (Adjusted),1998,,,
Other Ad-Supported Streaming,Value (Adjusted),1999,,,
Other Ad-Supported Streaming,Value (Adjusted),2000,,,
Other Ad-Supported Streaming,Value (Adjusted),2001,,,
Other Ad-Supported Streaming,Value (Adjusted),2002,,,
Other Ad-Supported Streaming,Value (Adjusted),2003,,,
Other Ad-Supported Streaming,Value (Adjusted),2004,,,
Other Ad-Supported Streaming,Value (Adjusted),2005,,,
Other Ad-Supported Streaming,Value (Adjusted),2006,,,
Other Ad-Supported Streaming,Value (Adjusted),2007,,,
Other Ad-Supported Streaming,Value (Adjusted),2008,,,
Other Ad-Supported Streaming,Value (Adjusted),2009,,,
Other Ad-Supported Streaming,Value (Adjusted),2010,,,
Other Ad-Supported Streaming,Value (Adjusted),2011,,,
Other Ad-Supported Streaming,Value (Adjusted),2012,,,
Other Ad-Supported Streaming,Value (Adjusted),2013,,,
Other Ad-Supported Streaming,Value (Adjusted),2014,,,
Other Ad-Supported Streaming,Value (Adjusted),2015,,,
Other Ad-Supported Streaming,Value (Adjusted),2016,,86.6,86.559596683
Other Ad-Supported Streaming,Value (Adjusted),2017,,273.0,273.04031902400004
Other Ad-Supported Streaming,Value (Adjusted),2018,,256.0,255.96744387099997
Other Ad-Supported Streaming,Value (Adjusted),2019,,251.1,251.064710118
Other Digital,Value (Adjusted),1973,,,
Other Digital,Value (Adjusted),1974,,,
Other Digital,Value (Adjusted),1975,,,
Other Digital,Value (Adjusted),1976,,,
Other Digital,Value (Adjusted),1977,,,
Other Digital,Value (Adjusted),1978,,,
Other Digital,Value (Adjusted),1979,,,
Other Digital,Value (Adjusted),1980,,,
Other Digital,Value (Adjusted),1981,,,
